,ID_user,gender,geo,class,num_orders,rapida,mercados,vegetariana,oriental,licores,tecnologia
0,1,F,d2g6fe,rapida,1620,0.7853323638502047,0.4129447171418916,0.39205168085792685,0.10200717715112204,0.19418233722743714,0.10446518141982378
1,2,M,d2g6ej,mercados,1735,0.38980010174029267,0.7989762319296642,0.39093986811965026,0.11169710517704293,0.1846421534559281,0.1014392077628247
2,3,F,d2g6g1,vegetariana,1989,0.35724576475972447,0.39705030679423414,0.8050468626479584,0.09254556023023502,0.21096407278290136,0.11642828545094085
3,4,F,d2g6dg,mercados,1845,0.39620842677657186,0.7704052742877786,0.41932058500520525,0.11446021217989855,0.22011579265365105,0.11005789632682553
4,5,M,d2g6fc,oriental,1842,0.1013707046040168,0.3946987009050016,0.40440440666496064,0.7893974018100032,0.1887220564436483,0.10784117511065618
5,6,M,d2g6dg,mercados,1744,0.4367501579888667,0.7548056820124213,0.42176928185732243,0.08297100626701424,0.20973226584161936,0.10371375783376781
6,7,M,d2g6g3,oriental,1674,0.08686599109671822,0.4129109439802907,0.3914919324769903,0.7841738100374973,0.20110071911432026,0.11542467310111873
7,8,F,d2g6dt,mercados,1681,0.4287824219345374,0.7934805145038587,0.36586326219414333,0.10253492698434591,0.18992264884600435,0.07806636486308155
8,9,M,d2g6e1,licores,1595,0.2034653326197691,0.4056900229674664,0.4032087384233229,0.08808560131709516,0.7840859159493541,0.09428881267745397
9,10,F,d2g6ds,licores,1612,0.18367872531584956,0.40871557421275134,0.40263349721553776,0.09123115495820341,0.7882371788388776,0.08636549336043257
10,11,F,d2g6dw,mercados,1956,0.38501270200101745,0.7720788050793737,0.4363477289344864,0.09548315009625233,0.21047361042722287,0.10883025709895426
11,12,M,d2g6fg,rapida,1843,0.7905119718488125,0.37581716694451744,0.41361487051652346,0.09827402928721576,0.20302766490106114,0.10907337316493178
12,13,F,d2g6fb,vegetariana,1525,0.3788995859958893,0.37507231745047626,0.8152082001729739,0.09185444508991256,0.17605435308899905,0.10843927545336898
13,14,M,d2g6g0,rapida,1863,0.7794738018330338,0.4185667538610264,0.4004146242292982,0.08862510349608467,0.19219901963006314,0.10998055012164724
14,15,M,d2g6fe,tecnologia,1933,0.10515444496327778,0.36038368031103934,0.3981576071425081,0.10004986025632255,0.20418338827820928,0.8055034667575356
15,16,F,d2g6du,licores,1525,0.18497155418366015,0.393226241061767,0.3945197484336807,0.10218708238118288,0.7968005410988437,0.10089357500926917
16,17,F,d2g6dv,licores,1866,0.18465299602429106,0.4178433510035386,0.3745817919349904,0.10973663763729297,0.7945354628930924,0.08757827811437804
17,18,M,d2g6g7,vegetariana,1870,0.3919144796113266,0.39402722613214236,0.7943926918267321,0.09296084691589418,0.20493641251913036,0.09718633995752574
18,19,F,d2g6dd,mercados,1894,0.4094363134138384,0.791785237136176,0.38234892372233764,0.08438763711582928,0.20523906804714037,0.10001497732246434
19,20,M,d2g6eh,mercados,1711,0.36322560605591464,0.8169747276397831,0.38811957282610193,0.11202285046584284,0.17652085527950992,0.07920807608695958
20,21,F,d2g6f8,vegetariana,1553,0.4028271288159594,0.4826078264061332,0.7350287220602896,0.09024373989708181,0.21056872642652424,0.10986194422253438
21,22,F,d2g6dt,licores,1714,0.20446807560309604,0.40089527182854223,0.36873175431794286,0.09993664369364806,0.8017905436570845,0.09304446136994819
22,23,F,d2g6fb,rapida,1982,0.7931919756899868,0.38409296174647534,0.4070985297677486,0.10402517713967041,0.18904575460959333,0.10502541922755185
23,24,M,d2g6dd,mercados,1854,0.3879922376559634,0.8068959447955064,0.3666739828397017,0.10552536134049555,0.2046552462361126,0.10445944859968247
24,25,F,d2g6fc,vegetariana,1529,0.41397613125879446,0.3973659778440897,0.7908988433617091,0.09710551227058142,0.16865694236469403,0.08560617529117046
25,26,F,d2g6g1,vegetariana,1924,0.4245525895901077,0.33517309704482184,0.8074624610625254,0.09141084464858779,0.1889157456070814,0.10664598542335241
26,27,F,d2g6g6,oriental,1891,0.08121682737409443,0.3821355852088802,0.4185790333895636,0.7913434462091251,0.18117599952682603,0.11453655142500496
27,28,M,d2g6fb,rapida,1733,0.7941941410501288,0.4100888665735373,0.39314304564074654,0.09150743303707032,0.16606904514134982,0.10280464699226417
28,29,F,d2g6dw,mercados,1590,0.399351406972043,0.7937572856843703,0.4018241711019009,0.10261971138910084,0.16938434289526283,0.09891056519431406
29,30,F,d2g6f9,vegetariana,1955,0.3990394735322075,0.4338275301991179,0.7704531373583391,0.09413238862811049,0.19747338049157961,0.10538734813799326
